"STATION","Name","PPT_sp_Station","PPT_sm_Station","PPT_at_Station","PPT_wt_Station","Tmax_sp_Station","Tmax_sm_Station","Tmax_at_Station","Tmax_wt_Station","Tmin_sp_Station","Tmin_sm_Station","Tmin_at_Station","Tmin_wt_Station","Tave_sp_Station","Tave_sm_Station","Tave_at_Station","Tave_wt_Station","MSP_Station","MAP_Station","MAT_Station","MWMT_Station","MCMT_Station","TD_Station","AHM_Station","SHM_Station","Tmax_wt_Model","Tmax_sp_Model","Tmax_sm_Model","Tmax_at_Model","Tmin_wt_Model","Tmin_sp_Model","Tmin_sm_Model","Tmin_at_Model","Tave_wt_Model","Tave_sp_Model","Tave_sm_Model","Tave_at_Model","PPT_wt_Model","PPT_sp_Model","PPT_sm_Model","PPT_at_Model","MAT_Model","MWMT_Model","MCMT_Model","TD_Model","MAP_Model","MSP_Model","AHM_Model","SHM_Model"
"193","BOWRON HAGGE",NA,233,NA,NA,NA,21.3,NA,NA,NA,5.06666666666667,NA,NA,NA,13.1833333333333,NA,NA,385,NA,NA,14.1,NA,NA,NA,36.6233766233766,-2.2,9.9,20.6,8.9,-10.3,-2.6,6.3,-1.3,-6.2,3.6,13.5,3.8,214,168,238,245,3.7,14.4,-7.3,21.7,864,387,15.8,37.2
"194","VALEMOUNT 1",NA,145,NA,NA,11.9333333333333,23.1,9.93333333333333,-1.5,-1.4,7.13333333333333,-1,-9.76666666666667,5.26666666666667,15.1166666666667,4.46666666666667,-5.63333333333333,214,NA,4.80416666666667,16.15,-6.9,23.05,NA,75.4672897196262,-2.2,11.7,22.6,9.2,-9.5,-1.1,7.8,-0.2,-5.8,5.3,15.2,4.5,156,114,142,172,4.8,16.2,-6.7,23,584,224,25.3,72.7
"195","MCBRIDE",NA,165,NA,NA,11.9333333333333,21.9333333333333,9.46666666666667,-1.36666666666667,-0.8,7.53333333333333,-0.0666666666666667,-8.73333333333333,5.56666666666667,14.7333333333333,4.7,-5.05,246,NA,4.9875,15.65,-6.35,22,NA,63.6178861788618,-1.6,11.6,22.1,9.5,-9.3,-1,7.3,-0.1,-5.5,5.3,14.7,4.7,148,125,185,201,4.8,15.6,-6.4,22.1,658,283,22.5,55.3
"1A01P","Yellowhead",189,255,298,265,6.5,16.5,4.03333333333333,-5.26666666666667,-4.93333333333333,4.6,-3.86666666666667,-12.3333333333333,0.783333333333333,10.55,0.0833333333333335,-8.8,396,1007,0.654166666666666,11.45,-9.6,21.05,10.5801059251903,28.9141414141414,-5,7.1,16.9,4.3,-13.3,-5.3,4.3,-4.2,-9.1,0.9,10.6,0.1,275,192,204,305,0.6,11.7,-10.2,21.9,976,335,10.9,34.8
"1A02P","McBride (Upp",252,NA,NA,254,4.3,NA,NA,-5.3,-4.1,NA,NA,-10.1333333333333,0.1,NA,NA,-7.71666666666667,NA,NA,NA,NA,-8.6,NA,NA,NA,-5.2,3.6,14.5,3,-10.9,-4.8,5.1,-3,-8,-0.6,9.8,0,291,308,356,404,0.3,10.7,-9.1,19.7,1358,619,7.6,17.3
"1A03P","Barkerville",238,287,308,252,6.06666666666667,16.5333333333333,4.86666666666667,-3.83333333333333,-3.36666666666667,5.7,-1.8,-9.26666666666667,1.35,11.1166666666667,1.53333333333333,-6.55,467,1085,1.8625,12,-7.7,19.7,10.9331797235023,25.6959314775161,-3.7,6,16.6,5.3,-10,-4.1,5.2,-2.3,-6.9,0.9,10.9,1.5,251,234,280,277,1.6,11.8,-8,19.8,1042,441,11.1,26.8
"1A14P","Hedrick Lake",310,399,590,NA,6.23333333333333,17.0666666666667,5.2,-4.03333333333333,-3.26666666666667,6.2,-1.36666666666667,-11.3333333333333,1.48333333333333,11.6333333333333,1.91666666666667,-7.68333333333333,659,NA,1.8375,12.55,-8.4,20.95,NA,19.0440060698027,-3.7,6.9,18.1,5.8,-11.4,-3.6,6.2,-1.6,-7.5,1.6,12.2,2.1,399,320,360,462,2.1,13.2,-8.4,21.6,1541,589,7.8,22.4
"1A17P","Revolution C",310,342,552,479,4.16666666666667,14.3,3.66666666666667,-4.1,-3.7,6.13333333333333,-2.2,-9.96666666666667,0.233333333333333,10.2166666666667,0.733333333333333,-7.03333333333333,587,1683,1.0375,11.1,-7.4,18.5,6.558229352347,18.9097103918228,-4.5,3.4,13.9,3.2,-10.8,-4.8,5.3,-2.9,-7.7,-0.7,9.6,0.1,422,295,341,506,0.3,10.4,-8.1,18.6,1563,581,6.6,18
"1B01P","Mount Wells",NA,NA,NA,NA,6.96666666666667,15.9,5.36666666666667,-2.6,-5.36666666666667,3.7,-3.3,-10.5666666666667,0.8,9.8,1.03333333333333,-6.58333333333333,NA,NA,1.2625,10.9,-7.7,18.6,NA,NA,-2.6,6.5,15.5,5.3,-11.1,-5.2,4.1,-2.9,-6.9,0.6,9.8,1.2,259,180,200,303,1.2,10.7,-8,18.7,941,325,11.9,33.1
"1B02P","Tahtsa Lake",323,192,678,593,NA,13.7333333333333,NA,NA,NA,4.36666666666667,NA,NA,NA,9.05,NA,NA,404,1786,NA,10.25,NA,NA,NA,25.3712871287129,-3.3,3.9,12.7,4.1,-11,-5.7,3.2,-3.1,-7.2,-0.9,8,0.5,575,339,196,699,0.1,9.2,-7.6,16.8,1809,418,5.6,22
"1B08P","Mt. Pondosy",NA,NA,NA,NA,7.93333333333333,16.8,6.03333333333333,-2.16666666666667,-4.2,4.7,-1.93333333333333,-9.66666666666667,1.86666666666667,10.75,2.05,-5.91666666666667,NA,NA,2.1875,11.85,-7.05,18.9,NA,NA,-2.2,7.8,17.1,6.4,-10.3,-4.5,4.6,-2.1,-6.2,1.7,10.9,2.1,402,212,131,465,2.1,11.9,-7.1,19.1,1210,269,10,44.3
"1C12P","Green Mounta",271,150,397,471,4.83333333333333,15.2666666666667,5.5,-2.26666666666667,-2.8,6.2,-0.833333333333333,-6.86666666666667,1.01666666666667,10.7333333333333,2.33333333333333,-4.56666666666667,245,1289,2.37916666666667,12.05,-5.1,17.15,9.60369795707267,49.1836734693878,-1.2,6.6,16.5,6.8,-9,-3.8,4.9,-1.6,-5.1,1.4,10.7,2.6,361,203,133,369,2.4,11.7,-6.2,17.9,1066,240,11.6,48.9
"1C20P","Boss Mountai",252,271,343,334,8.2,19.1666666666667,6.63333333333333,-3.3,-5.33333333333333,3.56666666666667,-3.66666666666667,-11.5666666666667,1.43333333333333,11.3666666666667,1.48333333333333,-7.43333333333333,431,1200,1.7125,12.5,-8.75,21.25,9.76041666666667,29.0023201856148,-3,7.3,18,6.4,-10.8,-4,5,-2.7,-6.9,1.6,11.5,1.8,305,235,265,330,2,12.6,-8.2,20.8,1135,425,10.6,29.7
"1C41P","Yanks Peak E",293,321,402,391,6.63333333333333,15.9333333333333,4.83333333333333,-3.56666666666667,-3.93333333333333,5.5,-2.7,-10.1666666666667,1.35,10.7166666666667,1.06666666666667,-6.86666666666667,527,1407,1.56666666666667,11.55,-7.65,19.2,8.22080075811419,21.9165085388994,-4.1,4.2,13.4,3.6,-11,-5.8,3.8,-3.8,-7.5,-0.8,8.6,-0.1,542,366,353,609,0,9.6,-8.6,18.2,1871,601,5.4,16
"1D06P","Tenquille La",385,273,525,670,2.16666666666667,12.8333333333333,4.23333333333333,-3.56666666666667,-3.96666666666667,4.9,-1.46666666666667,-9.13333333333333,-0.9,8.86666666666667,1.38333333333333,-6.35,444,1853,0.75,10.25,-7.1,17.35,5.80140313005936,23.0855855855856,-3.3,3.5,13.1,4.4,-8.9,-4.6,4.4,-2,-6.1,-0.5,8.8,1.2,514,379,233,476,0.8,9.9,-7,16.9,1601,407,6.8,24.2
"1D11P","Boston Bar C",656,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,7.1,17.9,7.9,-6.9,-1.8,6.8,-0.1,-4,2.6,12.4,3.9,797,487,261,712,3.7,13.7,-4.9,18.6,2257,490,6.1,28
"1D15P","Great Bear",352,205,511,751,7.23333333333333,16.4333333333333,6.8,-0.866666666666667,-2.96666666666667,5.63333333333333,-0.566666666666667,-7.4,2.13333333333333,11.0333333333333,3.11666666666667,-4.13333333333333,361,1819,3.0375,12.6,-5.15,17.75,7.16739967014843,34.9030470914127,-1.1,6.4,16.4,6.9,-7.6,-2.8,6,-0.9,-4.3,1.8,11.2,3,744,453,243,647,2.9,12.6,-5.4,18,2088,453,6.2,27.8
"1D17P","Chilliwack R",433,270,696,702,4.46666666666667,14,6.56666666666667,-0.366666666666667,-2.43333333333333,6.53333333333333,0.6,-5.7,1.01666666666667,10.2666666666667,3.58333333333333,-3.03333333333333,498,2101,2.95833333333333,11.95,-3.15,15.1,6.16769792162462,23.995983935743,0.2,6.2,15.4,7.3,-6.2,-2,6.6,0.7,-3,2.1,11,4,698,417,245,694,3.5,12.6,-3.3,15.9,2054,475,6.6,26.6
"1E02P","Mount Cook",415,404,599,NA,3.86666666666667,14.2666666666667,3.26666666666667,-5.23333333333333,-2.9,6.4,-1.56666666666667,-9.73333333333333,0.483333333333334,10.3333333333333,0.85,-7.48333333333333,667,NA,1.04583333333333,11.5,-8.1,19.6,NA,17.2413793103448,-0.5,7.4,17.6,8.1,-5.6,-0.7,7.6,1.3,-3.1,3.3,12.6,4.7,694,492,334,743,4.4,14,-3.9,17.8,2263,591,6.4,23.6
"1E08P","Azure River",346,334,532,537,6.3,16.3333333333333,4.43333333333333,-5.13333333333333,-5,4.23333333333333,-3.36666666666667,-11.8333333333333,0.65,10.2833333333333,0.533333333333333,-8.48333333333333,527,1749,0.745833333333333,11.4,-9.6,21,6.14398704021345,21.6318785578748,-5.2,3.3,13.3,2.6,-11.7,-5.5,4.2,-3.7,-8.5,-1.1,8.8,-0.6,483,334,331,504,-0.3,9.8,-9.5,19.3,1652,518,5.8,19
"1E10P","Kostal Lake",350,318,422,424,3.9,14.5,3.46666666666667,-5.2,-3.6,5.86666666666667,-2.5,-10.0666666666667,0.15,10.1833333333333,0.483333333333333,-7.63333333333333,519,1514,0.795833333333334,11.35,-8.4,19.75,7.13066930867459,21.868978805395,-4.9,4.5,14.9,3.6,-10.4,-4.3,5.3,-2.8,-7.7,0.1,10.1,0.4,387,327,294,413,0.7,11.1,-8.6,19.7,1420,483,7.5,22.9
"1E14P","Cook Creek",298,350,442,471,7,18.4,6.36666666666667,-3.4,-0.333333333333333,9.56666666666667,0.633333333333334,-7.46666666666667,3.33333333333333,13.9833333333333,3.5,-5.43333333333333,570,1561,3.84583333333333,15.15,-6.45,21.6,8.86984838778561,26.5789473684211,-2.9,8.5,19.3,7,-9.2,-1.9,7.5,-0.8,-6,3.3,13.4,3.1,401,295,340,419,3.4,14.4,-7,21.5,1454,551,9.2,26.2
"1F03P","Park Mountai",389,324,428,445,4.23333333333333,14.9,4.36666666666667,-4.23333333333333,-3.53333333333333,6.03333333333333,-2.1,-10,0.35,10.4666666666667,1.13333333333333,-7.11666666666667,558,1586,1.20833333333333,11.75,-8.2,19.95,7.06704497688104,21.0573476702509,-4.1,4.4,15.1,4.4,-10.7,-4.3,5.6,-2.6,-7.4,0.1,10.4,0.9,418,361,309,434,1,12.1,-8.8,20.9,1522,523,7.2,23.1
"200","VALEMOUNT 2",NA,209,NA,NA,8.4,20.2333333333333,7.2,-3.43333333333333,-2.83333333333333,6.5,-1.36666666666667,-8.86666666666667,2.78333333333333,13.3666666666667,2.91666666666667,-6.15,327,NA,3.22916666666667,14.3,-7.9,22.2,NA,43.7308868501529,-3.2,9.4,19.8,7.2,-10.4,-2.5,6.7,-1.4,-6.8,3.4,13.3,2.9,245,166,202,253,3.2,14.3,-7.7,21.9,865,320,15.3,44.6
"201","HOLMES",NA,NA,NA,NA,NA,21.1333333333333,7.9,NA,NA,7.1,-1.06666666666667,NA,NA,14.1166666666667,3.41666666666667,NA,NA,NA,NA,15.05,NA,NA,NA,NA,-3.5,9.6,20.4,7.8,-10.3,-2.1,6.9,-1.1,-6.9,3.7,13.7,3.3,217,143,250,242,3.4,14.6,-7.9,22.5,853,359,15.8,40.5
"202","TONQUIN -PAR",NA,185,NA,NA,NA,17.0333333333333,NA,NA,NA,5.26666666666667,NA,NA,NA,11.15,NA,NA,277,NA,NA,12.3,NA,NA,NA,44.4043321299639,-5.2,7.7,18,5.7,-13.3,-4.3,5.2,-3.3,-9.2,1.7,11.6,1.2,266,155,192,262,1.3,12.4,-10.4,22.8,875,290,12.9,42.9
"206","TAUTRI",NA,153,NA,NA,9.23333333333333,19.6,8.5,NA,-4.23333333333333,4.53333333333333,-3.8,NA,2.5,12.0666666666667,2.35,NA,211,NA,NA,13.15,NA,NA,NA,62.3222748815166,-2.3,9.6,19.8,8.5,-14,-4.4,4.7,-3.9,-8.1,2.6,12.3,2.3,100,76,154,121,2.3,13.4,-9.5,22.9,451,223,27.2,60.2
"208","TATLA LAKE",NA,101,NA,NA,11.1666666666667,22,10.2333333333333,-1.83333333333333,-3.66666666666667,5.43333333333333,-3.1,-13.1,3.75,13.7166666666667,3.56666666666667,-7.46666666666667,144,NA,3.39166666666667,14.75,-9.25,24,NA,102.430555555556,-1.3,11,21.6,10.3,-13.4,-3.7,4.8,-3.2,-7.4,3.7,13.2,3.5,88,72,103,120,3.3,14.2,-9,23.2,384,157,34.5,90.2
"209","ALEXIS CREEK",NA,115,NA,NA,12.7666666666667,23.5333333333333,11.1333333333333,-2.1,-1.23333333333333,8,-1.3,-11.1333333333333,5.76666666666667,15.7666666666667,4.91666666666667,-6.61666666666667,158,NA,4.95833333333333,16.9,-8.1,25,NA,106.962025316456,-1.8,13.2,23.8,11,-11.6,-1.6,7.3,-1.5,-6.7,5.8,15.6,4.8,71,54,123,90,4.9,16.7,-8.1,24.8,339,173,43.9,96.4
"21","DWORSHAK-DEN",NA,260,NA,NA,14.1833333333333,25.0666666666667,14.6666666666667,5.05,3.2,10.8666666666667,4.81666666666667,-0.966666666666667,8.69166666666667,17.9666666666667,9.74166666666667,2.04166666666667,510,NA,9.61041666666667,22.1,0.55,21.55,NA,43.3333333333333,5.1,12.5,21.1,12.9,0.2,3.3,9.9,5,2.7,7.9,15.5,8.9,862,485,181,796,8.7,16.5,1.7,14.8,2324,368,8.1,44.8
"210","RISKE CREEK",NA,127,NA,NA,10.9666666666667,21.9,10.3333333333333,-1,-2.2,7.53333333333333,-1.16666666666667,-10.9,4.38333333333333,14.7166666666667,4.58333333333333,-5.95,179,NA,4.43333333333333,16.15,-8.15,24.3,NA,90.2234636871508,-1.6,11.5,22.1,10.2,-11.6,-1.9,7,-1.6,-6.6,4.8,14.6,4.3,94,80,133,108,4.3,15.7,-7.6,23.3,415,197,34.4,79.8
"2101081","SWIFT RIVER",85,148,188,127,4.93333333333333,17.7,2.23333333333333,-9.96666666666667,-8.56666666666667,4.3,-7.23333333333333,-20.9,-1.81666666666667,11,-2.5,-15.4333333333333,245,548,-2.1875,12.15,-16.65,28.8,14.2563868613139,49.5918367346939,-9.9,5,17.7,2.5,-19.7,-7.6,5,-6.2,-14.8,-1.3,11.3,-1.9,131,80,141,172,-1.6,12.5,-16.5,29,523,228,16,55
"21091","Walloper",129,116,74,36,9.13333333333333,20.3666666666667,8.83333333333333,-0.8,-3.26666666666667,5.6,-2.56666666666667,-10.8,2.93333333333333,12.9833333333333,3.13333333333333,-5.8,210,355,3.3125,14.2,-7.05,21.25,37.5,67.6190476190476,-1.1,8.8,19.6,8.3,-10.8,-2.3,6.5,-2,-5.9,3.3,13,3.1,120,90,123,128,3.4,14.1,-7.1,21.2,461,199,29,70.9
"211","NAZKO",NA,161,NA,NA,NA,21.7333333333333,NA,NA,NA,4.76666666666667,NA,NA,NA,13.25,NA,NA,234,NA,NA,14.4,NA,NA,NA,61.5384615384615,-2.3,11,21.6,9.7,-12.5,-3.1,6.1,-2.5,-7.4,4,13.9,3.6,112,85,163,141,3.5,14.9,-8.6,23.6,501,240,27,62.1
"21123","Barriere",NA,NA,NA,NA,16.5666666666667,28.4333333333333,13,0.6,1.73333333333333,11.2333333333333,2.36666666666667,-6.56666666666667,9.15,19.8333333333333,7.68333333333333,-2.98333333333333,NA,NA,8.42083333333333,21.1,-4.3,25.4,NA,NA,0.2,15.6,26.9,12.8,-6.7,1.6,10.7,2,-3.2,8.6,18.8,7.4,117,93,127,124,7.9,19.8,-4.3,24.1,461,201,38.9,98.3
"212","PLACE LK.",NA,125,NA,NA,NA,21.1666666666667,10.1,NA,NA,3.26666666666667,-3.93333333333333,NA,NA,12.2166666666667,3.08333333333333,NA,195,NA,NA,13.35,NA,NA,NA,68.4615384615385,-1.4,10.6,21.2,9.7,-11,-2.6,6,-2.3,-6.2,4,13.6,3.7,107,101,142,127,3.8,14.7,-7.3,22,477,216,28.9,68.1
"218","LONE BUTTE",NA,143,NA,NA,9.36666666666667,20.1,8.46666666666667,-1.4,-2.56666666666667,6.1,-1.8,-9.2,3.4,13.1,3.33333333333333,-5.3,227,NA,3.63333333333333,14.3,-6.9,21.2,NA,62.9955947136564,-1.6,9.5,19.9,8.5,-11,-3.2,5.6,-2.4,-6.3,3.1,12.8,3.1,121,114,164,131,3.2,13.8,-7.6,21.4,529,254,24.9,54.2
"22096","Malakwa",NA,NA,NA,NA,15.5666666666667,27.9333333333333,12.2333333333333,0.2,1.2,9.63333333333333,1.93333333333333,-6.6,8.38333333333333,18.7833333333333,7.08333333333333,-3.2,NA,NA,7.7625,20.05,-4.35,24.4,NA,NA,0.3,13.9,25.5,11.7,-5.3,2.1,10.8,3,-2.5,8,18.1,7.4,189,133,169,174,7.7,19.4,-3.1,22.5,665,281,26.7,69
"22123","Squilax",NA,NA,NA,NA,15.9,28.1666666666667,12.3,0.733333333333333,1.8,11.5333333333333,3.23333333333333,-4.8,8.85,19.85,7.76666666666667,-2.03333333333333,NA,NA,8.60833333333333,21.25,-2.75,24,NA,NA,0.7,14.8,26.4,12.5,-4.9,2.1,11.3,3,-2.1,8.4,18.8,7.7,157,110,120,149,8.2,20,-2.7,22.7,536,203,34,98.5
"222","GASPARD",NA,130,NA,NA,4.7,16.1333333333333,4.9,-4.06666666666667,-4.4,5.96666666666667,-2.66666666666667,-10.2,0.15,11.05,1.11666666666667,-7.13333333333333,193,NA,1.29583333333333,12.25,-8.2,20.45,NA,63.4715025906736,-4.4,6.6,16.8,5.9,-10.5,-4.1,5,-2.4,-7.4,1.3,10.9,1.8,237,141,128,244,1.6,11.9,-8.9,20.8,749,200,15.5,59.6
"225","KNIFE",NA,145,NA,NA,NA,22.9333333333333,11,NA,NA,8.46666666666667,0.233333333333333,NA,NA,15.7,5.61666666666667,NA,223,NA,NA,16.95,NA,NA,NA,76.0089686098655,-1.4,12.1,22.7,10.6,-10.5,-1.5,7.4,-0.9,-6,5.3,15,4.8,102,87,145,109,4.8,16.1,-7,23.2,443,224,33.4,72.2
"226","MIDDLE LAKE",NA,84,NA,NA,11.6666666666667,22.1666666666667,11.0333333333333,0.2,-0.0666666666666667,8.83333333333333,1.6,-8.6,5.8,15.5,6.31666666666667,-4.2,133,NA,5.85416666666667,16.6,-6.15,22.75,NA,124.812030075188,-0.8,11.4,21.7,10.9,-12.1,-2.5,6,-1.7,-6.5,4.4,13.8,4.6,144,87,93,156,4.1,14.8,-8,22.8,479,150,29.5,98.2
"23","ZZ COUS",NA,173,NA,NA,NA,20.8,NA,NA,NA,9.3,NA,NA,NA,15.05,NA,NA,376,NA,NA,16.4,NA,NA,NA,43.6170212765957,3,11,20.8,12,-1.1,2.4,9.9,4.7,0.9,6.7,15.3,8.3,1394,771,209,1177,7.8,16.5,0.5,16,3551,468,5,35.2
"230","HORSEFLY",NA,164,NA,NA,12.2333333333333,22.7666666666667,10.5666666666667,0.0333333333333333,-2.03333333333333,6.93333333333333,-1.63333333333333,-10.4333333333333,5.1,14.85,4.46666666666667,-5.2,249,NA,4.80416666666667,15.95,-6.3,22.25,NA,64.0562248995984,-0.9,11.9,22.5,10.4,-10.3,-1.8,7.1,-1,-5.6,5,14.8,4.7,132,107,178,141,4.7,15.8,-6.6,22.4,557,274,26.4,57.7
"23097","Kalamalka Lo",NA,NA,NA,NA,15.0333333333333,27.4333333333333,13.2666666666667,1.23333333333333,3.3,12.8,3.86666666666667,-4.46666666666667,9.16666666666667,20.1166666666667,8.56666666666667,-1.61666666666667,NA,NA,9.05833333333333,21.55,-2.75,24.3,NA,NA,1,14,25.5,12.5,-5,2.4,11.4,2.9,-2,8.2,18.4,7.7,109,92,106,111,8.1,19.6,-3,22.6,418,180,43.3,108.9
"231","ZZ THUYA LAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,8.8,19.3,8,-11.2,-3.6,5.4,-2.4,-6.6,2.6,12.3,2.8,148,123,166,153,2.8,13.4,-7.6,21.1,590,256,21.6,52.4
"232","COLDSCAUR LA",NA,216,NA,NA,10.2666666666667,21,8.33333333333333,-2.26666666666667,-4.6,3.6,-3.2,-11.2666666666667,2.83333333333333,12.3,2.56666666666667,-6.76666666666667,337,NA,2.73333333333333,13.4,-7.85,21.25,NA,39.7626112759644,-1.8,10.2,20.8,8.8,-11,-3.4,5.3,-2.2,-6.4,3.4,13,3.3,144,129,196,161,3.3,14,-7.5,21.5,631,307,21.1,45.6
"233","TALCHAKO (MB",NA,110,NA,NA,NA,23.4666666666667,NA,NA,NA,8.93333333333333,NA,NA,NA,16.2,NA,NA,243,NA,NA,16.85,NA,NA,NA,69.3415637860082,2.1,14.5,23.7,11.5,-4.8,1.3,9.6,2.7,-1.3,7.9,16.7,7.1,324,150,96,376,7.6,17.6,-2.5,20.1,946,208,18.6,84.6
"235","YOUNG LAKE",NA,146,NA,NA,NA,20.7333333333333,8.76666666666667,NA,NA,6.73333333333333,-1.13333333333333,NA,NA,13.7333333333333,3.81666666666667,NA,237,NA,NA,14.95,NA,NA,NA,63.0801687763713,-1.6,10.1,20.7,8.9,-10.9,-2.7,5.9,-2,-6.3,3.7,13.3,3.5,105,106,143,123,3.5,14.3,-7.5,21.8,477,240,28.4,59.6
"236","MEADOW LAKE",NA,110,NA,NA,10.1,20.8333333333333,9.36666666666667,NA,-2.63333333333333,5.53333333333333,-3.03333333333333,NA,3.73333333333333,13.1833333333333,3.16666666666667,NA,174,NA,NA,14.4,NA,NA,NA,82.7586206896552,-1.5,10.4,21.1,9.4,-10.7,-2.5,6,-2.3,-6.1,4,13.5,3.5,94,89,125,105,3.7,14.7,-7.3,22,414,199,33.2,74
"239","CLEARWATER",NA,151,NA,NA,15.1666666666667,26.5333333333333,11.3333333333333,-0.633333333333333,-0.333333333333333,8.73333333333333,0.0666666666666666,-8.23333333333333,7.41666666666667,17.6333333333333,5.7,-4.43333333333333,233,NA,6.57916666666667,18.95,-5.65,24.6,NA,81.3304721030043,-0.5,14.9,26.1,11.6,-7.8,0.5,9.6,0.9,-4.2,7.7,17.8,6.2,107,78,131,108,6.9,18.9,-5.1,24,423,203,39.9,93.1
"24126","Apex Roadsid",NA,NA,NA,NA,5.16666666666667,16.9666666666667,6.23333333333333,-2.9,-2.83333333333333,6.66666666666667,-0.9,-8.56666666666667,1.16666666666667,11.8166666666667,2.66666666666667,-5.73333333333333,NA,NA,2.47916666666667,13.35,-6.6,19.95,NA,NA,-2.4,5.4,16.7,6.4,-8.7,-2.9,6,-1,-5.6,1.2,11.3,2.7,163,166,161,136,2.4,12.6,-6.9,19.5,627,254,19.8,49.7
"242","ZZ HEMP (NEC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,11.9,22.6,9.7,-9.5,-1.4,7.6,-0.7,-5.4,5.2,15.1,4.5,151,119,196,163,4.9,16.2,-6.2,22.5,630,292,23.6,55.6
"24225","Red Bluffs",NA,NA,NA,NA,13.7,24.9666666666667,12.4333333333333,0.233333333333333,-1.26666666666667,7.36666666666667,-0.466666666666667,-8.26666666666667,6.21666666666667,16.1666666666667,5.98333333333333,-4.01666666666667,NA,NA,6.0875,17.4,-5.6,23,NA,NA,-0.2,12.7,23.6,12.1,-8.3,-0.4,7.8,0.1,-4.2,6.1,15.7,6.1,206,123,109,169,5.9,16.8,-5.5,22.4,607,179,26.2,94.1
"243","EAST BARRIER",NA,140,NA,NA,13.8333333333333,25.2,11.1333333333333,-0.733333333333333,-0.9,7.96666666666667,0.266666666666667,-8.4,6.46666666666667,16.5833333333333,5.7,-4.56666666666667,231,NA,6.04583333333333,17.8,-5.75,23.55,NA,77.0562770562771,-0.9,13.7,24.9,11,-7.7,0.3,9.4,0.9,-4.3,7,17.2,6,131,103,117,131,6.5,18.2,-5.3,23.6,482,198,34.2,92.2
"24547","Oliver North",NA,53,NA,NA,NA,28.3,NA,NA,NA,12.6333333333333,NA,NA,NA,20.4666666666667,NA,NA,NA,NA,NA,21.9,NA,NA,NA,NA,2.2,16.5,27.8,15,-3.8,4.2,13.4,4.5,-0.8,10.3,20.6,9.7,84,80,80,64,10,21.9,-1.9,23.8,308,133,64.8,164.7
"249","ZZ VAVENBY (",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,12.3,23.6,10.1,-8.5,-0.5,8.9,0.4,-4.9,5.9,16.3,5.3,150,107,146,148,5.6,17.5,-5.8,23.3,551,231,28.4,75.8
"25","ZZ COPPER CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,6.5,16.8,9,-3.4,0.1,7.9,2.8,-1.3,3.3,12.3,5.9,1000,531,159,731,5.1,13.9,-1.6,15.5,2421,369,6.2,37.6
"25092","Helmer Lake",NA,NA,NA,NA,8.76666666666667,19.8333333333333,8.63333333333333,-1.13333333333333,-4.7,3.6,-3.63333333333333,-11.7,2.03333333333333,11.7166666666667,2.5,-6.41666666666667,NA,NA,2.45833333333333,12.7,-7.35,20.05,NA,NA,-0.9,8.3,19,8.3,-11.2,-3.3,5.7,-2.1,-6.1,2.5,12.4,3.1,117,96,134,120,3,13.6,-7.2,20.7,466,218,27.8,62.3
"25093","Larson Hill",NA,NA,NA,NA,11.1666666666667,22.0333333333333,10.9666666666667,0.466666666666667,-1.26666666666667,7.56666666666667,-0.3,-8.56666666666667,4.95,14.8,5.33333333333333,-4.05,NA,NA,5.25833333333333,16.05,-5.55,21.6,NA,NA,-0.4,10.8,21.2,10.5,-8.8,-1.5,6.8,-0.7,-4.6,4.6,14,4.9,312,175,94,238,4.7,15.1,-6.2,21.3,819,174,18,86.8
"251","DECEPTION",NA,224,NA,NA,NA,20.7,8.36666666666667,-1.16666666666667,NA,5.53333333333333,-1.86666666666667,-9.8,NA,13.1166666666667,3.25,-5.48333333333333,335,NA,NA,14.05,-6.85,20.9,NA,41.9402985074627,-2,9.8,20.8,8.5,-10.6,-2.9,5.6,-2,-6.3,3.4,13.2,3.3,160,133,216,171,3.4,14.2,-7.5,21.7,680,324,19.7,43.7
"25221","Coquihalla S",NA,NA,NA,NA,7.6,18.7,8.16666666666667,-1.5,-1.76666666666667,6.63333333333333,0.1,-6.96666666666667,2.91666666666667,12.6666666666667,4.13333333333333,-4.23333333333333,NA,NA,3.87083333333333,14.15,-5.15,19.3,NA,NA,-1.1,7.8,18.9,8.6,-6.9,-1.5,7,-0.1,-4,3.1,13,4.3,689,400,220,601,4.1,14.2,-5.1,19.3,1909,409,7.4,34.7
